"post_id","title","description"
"1346","NüVoices London wanel ft. board member Karoline Kan, author of Under Red Skies","Join NüVoices and Young China Watchers London for a panel with Karoline Kan on her groundbreaking memoir ""Under Red Skies""—the first English-language account of modern China told through three generations of a Chinese millennial's family."
"1852","Event Recap: NüVoices' Hong Kong chapter talks #MeToo and LGBT issues in China","A lively recap of NüVoices Hong Kong's open dinner discussion, where journalists, lawyers, and researchers shared cross-cultural perspectives on #MeToo, LGBT issues, and the power of diverse voices in China."
"2722","NüVoices Podcast #12: Shui, on Beijing's 'zine scene","Discover how comic artist Shui went from Tokyo to Beijing to London, co-founding the Hole in the Wall Collective and crafting bold, free-form zines inspired by everyday life and classic Chinese comics like Old Master Q."
"2733","NüVoices Podcast #13: ‘Black Mirror’ China and Dystopian Female Futures with Cate Cadell","A deep dive into China's surveillance state and its impact on women, featuring Reuters tech writer Cate Cadell. From government data on women's ""breeding status"" to a game of ""Pick Your Dystopian Future,"" this episode explores where tech and ethics collide."
"2738","NüVoices Podcast #14: Women and Chinese Sci-Fi: Live at the Bookworm with Tang Fei and Ji Shaoting","Dive into a live conversation from the Beijing Bookworm Literary Festival with sci-fi powerhouses Tang Fei and Ji Shaoting as they explore the challenges and triumphs of women in Chinese science fiction."
"2744","NüVoices Podcast #15: Rocking while female, with Anlin Fan of Xiao Wang (小王)","Meet Anlin Fan of punk band Xiao Wang (小王), who talks Riot Grrrl, starting a rock band in China, feminism, and empowering girls through music—plus a taste of their new demo ""Sonic Baby."""
"1365","Carving out Chinese ideals of female beauty: Visualizations by Artist Su Yang","Artist Su Yang turns the knife back on beauty standards — using oversized self-portraits to confront China's booming cosmetic surgery industry and reclaim the female image on her own terms."
"1385","Five podcasts on LGBTQ+ culture in Greater China","From queer women's tech networks in Shanghai to vibrant communities across Taipei and Hong Kong, discover five podcasts that illuminate the rich, diverse tapestry of LGBTQ+ life in Greater China."
"1413","Overseas Chinese reflect on China's #MeToo Movement from the United States","A single Weibo post exposing harassment drew three million views overnight. Chinese students and professionals in the U.S. reflect on #MeToo's impact in China—and the forces working to silence it."
"1428","Taiwan's lesbian sex toy and divination shop strives to help queer women accept themselves","Step inside Taipei's Love Boat, where I-Ching readings, aromatherapy, and sex toys create an unexpected sanctuary for queer women seeking self-acceptance—and maybe a glimpse into their futures."
"1466","NüVoices DC Event: Gelato Social & Museum Hop","Kick off summer with NüVoices DC—grab gelato at the Hirshhorn, then explore the stunning Empresses of China exhibit at the Freer & Sackler before an evening of art and celebration at Solstice Saturday."
"1472","Making it personal: A life writing workshop with Madeleine O’Dea in London","Struggling to start your memoir or personal essay? Join journalist and author Madeleine O'Dea for a free London workshop on the challenges, pitfalls, and joys of life writing."
"1488","Full house of 70+ welcome board member and author Karoline Kan at London wanel","A packed house welcomed Karoline Kan as she shared the personal stories behind Under Red Skies—the first English-language memoir from a Chinese millennial, tracing three generations through a nation's dramatic transformation."
"1533","Fiction: A brother comes to visit","Jessie Tu's piercing fiction follows a woman caught between a fleeting romance and a relentless hunger for more, until her brother arrives on a bitter winter night for dumplings and cold city streets."
"1540","NüVoices Podcast #17: Legal advocacy against domestic violence in China, with Siodhbhra Parkin","Discover how legal advocates are fighting domestic violence in China—and what happens when new laws make that work harder. Siodhbhra Parkin shares her frontline experiences with host Joanna Chiu."
"1589","James Griffiths, author of The Great Firewall of China, discusses censorship and China's women's movement","When #MeToo was censored, Chinese feminists created #RiceBunny to keep the movement alive. James Griffiths explores how activists outsmart the Great Firewall to build solidarity against all odds."
"1603","10 Tips for writing life stories from Madeleine O'Dea, author of The Phoenix Years","Want to write a memoir that truly moves people? Author Madeleine O'Dea shares 10 essential tips for finding the vivid, concrete details that transform personal memories into stories readers can't put down."
"1632","Q&A: Young women discuss gender and education in China today","From university enrollment milestones to persistent rural barriers, young Chinese women share their firsthand experiences navigating a complex landscape where gender progress and deep-rooted inequality exist side by side."
"1636","B人BEL Magazine Call for Submissions","B人BEL Magazine is calling for submissions for its second issue — a platform amplifying underrepresented voices in China through writing, photography, and illustration. If you have a story that deserves to be told, this is your chance to be part of something powerful."
"1639","Event Recap: Lü Pin on the Chinese feminist movement's strategies in China and the US","Activist Lü Pin joined NüVoices DC to share how young Chinese feminists are fighting domestic abuse, workplace harassment, and censorship—and how supporters in the US can join the movement."
"1644","“Your Mother Sacrificed Herself for the Country” – The Idealization of the Female Martyr in China ","In Harbin, the legacy of revolutionary hero Zhao Yiman is everywhere. But why is China's most celebrated female martyr remembered as much for being a mother as for her fearless resistance?"
"1667","Sinobabble Podcast Call for Guest Speakers","Passionate about Chinese history, culture, or politics? Sinobabble podcast is searching for guest speakers to share their expertise—no academic credentials required, just enthusiasm and knowledge. Reach out for your chance to join the conversation!"
"1680","THEATRE: Chinese creators present ""No Foreigners,"" a show using shopping malls as a portal for telling Chinese diaspora stories","Step inside a Chinese shopping mall and tumble through worlds—""No Foreigners"" weaves Cantonese, English, miniatures, and live cameras into a dazzling meditation on diaspora, loss, and the spaces that hold our stories."
"1690","OPEN CALL: Seeking HK-based Artist for residency at the Centre for Chinese Contemporary Art in Manchester, UK","A fully funded 9-week residency in Manchester awaits a Hong Kong-based artist with socially engaged practices — apply to create new work at the Centre for Chinese Contemporary Art."
"2756","NüVoices Podcast #16: The musical life and career of director Zou Shuang (邹爽)","Meet Zou Shuang, the trailblazing director who became artistic director of the Beijing Music Festival and is reshaping opera for new audiences across China and the UK."
"2763","NüVoices Podcast #18: Cultivating community in corporate culture, with Chenni Xu","Chenni Xu shares hard-won wisdom on navigating corporate culture across continents—from building peer networks to claiming your seat at the table (just not as the note taker)."
"1709","Call for nominations: Young China Watcher of the Year Award","Know a rising star in the China-watching world? Nominate them for the Young China Watcher of the Year Award—celebrating extraordinary contributions to our global understanding of China."
"1714","Navigating my biracial identity as a Chinese-American living in China","Caught between two cultures and two continents, Megan Cattel explores what it means to never fully belong—and how moving to Shanghai forced her to confront the identity she'd been running from."
"1733","Paper Republic: A collective of translators promoting Chinese literature","Discover Paper Republic, a UK-based collective of translators on a mission to bring the best contemporary Chinese writing to English-language readers through free online fiction, essays, and an extensive literary database."
"1736","NüVoices London Presents: China's underground sex industry and Lotus with Lijia Zhang","Join NüVoices London for a riveting evening with author Lijia Zhang as she explores the hidden world behind her debut novel Lotus—a powerful story of survival inspired by her grandmother's life in China's vast underground sex industry."
"1766","Postcard Campaign: Free journalist and #MeToo activist Sophia Huang Xueqin","A pioneering journalist and #MeToo activist in China faces detention for her advocacy—here's how you can join the global postcard campaign to support Sophia Huang Xueqin and stand in solidarity with Chinese feminists."
"1780","Board Member Karoline Kan Wins 2019 Young China Watcher of the Year","Discover why board member Karoline Kan was named 2019 Young China Watcher of the Year—and how her memoir Under Red Skies is reshaping the world's understanding of modern China."
"1784","NüVoices Podcast #20: Contemporary Chinese art and techno-orientalism with Xin Wang","Dive into a fascinating conversation with art scholar Xin Wang about contemporary Chinese art, Asian futurism, and techno-orientalism—plus self-care tips from your favorite hosts."
"1791","Introducing MADE IN: A new podcast promoting Asian-Canadian stories","MADE IN is a bold new podcast where Asian-Canadian women share stories of identity, beauty standards, and breaking free from the model minority myth—one honest conversation at a time."
"1798","Packed room of 40+ joined London Wanel featuring Lijia Zhang on Lotus and China's sex trade","Author Lijia Zhang drew a packed London crowd with the remarkable story behind her novel Lotus—born from her grandmother's deathbed secret, it puts a human face on China's sex trade."
"1814","NüVoices Podcast #21: Sino-Black relations with Keisha Brown","Historian Keisha Brown traces the fascinating, little-known history of Sino-Black relations—from W. E. B. Du Bois and Langston Hughes's ties to China to evolving perceptions of race and identity today."
"1818","Director and screenwriter Wu Nan talks gender, storytelling and her first feature film ""Push and Shove 狗眼看人心""","After two decades writing for China's biggest directors, Wu Nan finally stepped behind the camera. She opens up about the long fight for women's voices in Chinese cinema—and why the tide is turning."
"1824","Girl, Interpreted: a new bilingual comedy web series made in Melbourne","Ever been caught between two cultures and lost for words? This hilarious Melbourne-made bilingual web series follows a Mandarin interpreter stumbling through wild assignments, turning cultural misunderstandings into comedy gold."
"1847","NüVoices Podcast #23: Reimagining Hong Kong’s political communities","Journalist Jessie Lau joins Joanna Chiu to unpack how Hong Kong's protests are reshaping identity, splitting families across generational lines, and redefining what it means to be a Hongkonger—at home and in the diaspora."
"1857","In pictures: Behind the frontlines of the Hong Kong protests","Step inside the Hong Kong protests through Katherine Cheng's powerful photo essay — from seas of umbrellas to massive marches, these images capture the raw emotion and defiance behind one of the world's most significant pro-democracy movements."
"1904","NüVoices Podcast #24: Chinese philanthropy in the 21st century, with Emily Weaver","Discover how everyday digital giving is reshaping Chinese philanthropy, the women driving non-profit innovation, and what changed when China's foreign NGO law took effect—Emily Weaver shares a decade of insider perspective."
"1916","I am a Wuhan girl","Far from her locked-down family in Wuhan, a Hong Kong journalist shares childhood memories and a moving plea: in a crisis revealing our deep interconnectedness, don't build walls between hearts."
"1923","NüVoices Podcast #25: A wealth of anger and a wealth of time – Wuhan and the coronavirus, with Rui Zhong","Wuhan native Rui Zhong joins co-host Cindy Gao to unpack the COVID-19 timeline, China's narrative control tactics, the virus's unequal toll within the country, and the xenophobia it sparked worldwide."
"1926","London's Papergang Theatre presents FREEDOM HI 自由閪: A show exploring the Hong Kong protests","Discover how UK-based Hong Kong and British East Asian artists channel the chaos of protest and diaspora into raw, boundary-pushing theatre — a show where nothing is fixed and freedom is still unfolding."
"1943","Essay: Thrift Stor(i)es","Grace Ouyang explores the cultural taboo of secondhand clothing in Chinese families—from hiding thrifted sweaters to her parents' laundromat selling unclaimed garments. A warm, funny essay on the things we inherit and the things we choose."
"2654","NüVoices Podcast #19: Leading by example: Female success in the workplace, with Rachel Morarjee","Former FT correspondent and Economist Corporate Network director Rachel Morarjee shares insights on championing women in leadership, navigating modern workplaces, and why committing to small daily rituals can transform your well-being."
"1949","NüVoices Podcast #26: Di Wang on LGBTQ rights and representation in China","Discover how China's LGBTQ community navigates rights, identity, and representation as researcher Di Wang and host Cindy Gao explore the movement's challenges, milestones like Taiwan's marriage equality, and the rich slang that shapes self-expression."
"1969","NüProfile: Madeline Leung Coleman on diaspora, feminism and freelance writing","Freelance writer Madeline Leung Coleman talks diaspora identity, punk rock in Chinatown, catching Awkwafina's eye, and what it really takes to build a career in freelance writing and editing."
"1983","Why is China still so reluctant to help us find our birth parents?","When Chinese adoptees return to the motherland searching for their birth families, they find a country racing forward but refusing to look back. One adoptee shares her journey home—and the silence she encountered."
"1987","Opinion: In Hong Kong, the government is weaponising sex to downplay its failures","Hong Kong's alcohol ban reveals how the government uses sexist narratives and moral panic to deflect from its own policy failures during the coronavirus crisis."
"2017","NüVoices Podcast #27: U.S.-China cyber competition and cooperation with Julia Voo","Dive into the world of U.S.-China cyber policy with Julia Voo of Harvard's China Cyber Policy Initiative, as she explores digital diplomacy, the Digital Silk Road, and efforts to bridge the cyber divide between two global powers."
"2021","NüVoices Podcast #28: Coronavirus and the racism epidemic, with Sophie Lu and Jessie Tu","When a health crisis fuels a racism epidemic, how do Asian communities fight back? Sophie Lu and Jessie Tu discuss navigating anti-Asian hate, diaspora identity, and building solidarity in a time of fear."
"2040","Film: Outcry and Whisper","Discover how women across China and Hong Kong turn trauma into resistance in this stunning documentary that weaves animation, interviews, and archives into a powerful cry for independence."
"2056","NüVoices Podcast #30: Foreign correspondence and China, with Megha Rajagopalan","Join award-winning journalist Megha Rajagopalan and Chenni Xu for a transatlantic chat spanning foreign correspondence, Beijing's vanishing hutong culture, and the big question: is the golden age of China reporting really over?"
"2073","China's #MeToo: In literature and reality, the patriarchy keeps women from helping women. But they're fighting back.","From literature to real life, Chinese women face a patriarchy that turns them against each other. But a new generation is rewriting the script—armed with hashtags, courage, and creative resistance."
"2077","Ferkat Jawdat is risking everything to speak out about China's crackdown on Uyghurs","A software engineer turned activist, Ferkat Jawdat shares the wrenching story of speaking out against China's persecution of Uyghurs—even as his own mother remains detained thousands of miles away."
"2119","NüVoices Podcast #31: Seeking creativity through multimedia journalism with Yuan Ren","From Time Out Beijing to BBC World, Yuan Ren charts her creative leap from print to broadcast journalism — and shares candid advice on thriving in Western media as a woman of Chinese descent."
"2125","Chinese opera is being revitalized—with a gender twist","Deep in a Chinese mountain village, a rare and ancient opera tradition is staging a remarkable comeback—with a gender twist that challenges centuries of convention."
"2130","Freelance: How to pitch Ariana magazine","Curious about pitching a magazine dedicated to social justice in Hong Kong, Macao, and greater Asia? Here's your guide to crafting the perfect feature pitch for Ariana — from investigative pieces to personal essays on themes that matter."
"2138","China, the World, and the COVID Story: How We Got Here and What Lies Ahead","Three leading China-focused communities join forces for a digital summit exploring the pandemic's geopolitical impact through the eyes of journalists, experts, and diaspora writers."
"2149","Resources for China watchers to fight anti-Black racism","From book lists to teaching guides, this collection gathers essential resources for China watchers ready to confront anti-Black racism and build meaningful solidarity with BIPOC communities."
"2174","How women artists are navigating China's complex feminist landscape","From cross-dressing revolutionary martyrs to contemporary artists redefining creativity, explore how Chinese women are charting their own path through feminism—challenging Western assumptions along the way."
"2194","NüVoices Podcast #32: Creative entrepreneurship with Qian Zhang","From founding a pu'er tea brand at Harvard Business School to learning cross-cultural leadership at Alibaba's Global Leadership Academy, Qian Zhang shares how she bridges worlds—and why a simple cup of tea can fight divisiveness."
"2209","Our summit on China and the COVID Story with Chinese Storytellers and Young China Watchers was a sold-out success","Three organizations joined forces for a landmark digital summit exploring COVID-19's geopolitical impact through the voices of journalists, experts, and diaspora writers — and hundreds from around the world showed up for the conversation."
"2243","UK to review Hong Kong British National Overseas status, but domestic violence victims are left out of the discussion","As the UK expands visa rights for Hong Kong passport holders, a critical gap emerges: domestic violence survivors are being left behind. Here's why their voices must be part of the conversation."
"2312","NüVoices Podcast #34: April Zhu on reporting from Nairobi, part 1","Journalist April Zhu reports from Nairobi on gender, urban inequality, and China-Kenya relations — exploring why nuance matters more than Sinophobia or Sinophilia, and how covering women's issues reveals deeper truths about power."
"2295","Hu Jie: The Chinese documentary filmmaker exposing the harsh realities of early Communist Party rule","He's not a household name in China, but filmmaker Hu Jie's powerful documentaries on the Great Famine and Cultural Revolution make him one of the most vital chroniclers of Maoist China's hidden traumas."
"2318","NüVoices Podcast #35: The nation of diaspora: April Zhu on reporting from Nairobi, part 2","In part 2 of this conversation, freelance journalist April Zhu explores Nairobi as a city with a plot, ecosystems of violence, and why the ""China-Africa"" narrative needs more nuance than simple Sinophobia or Sinophilia."
"2322","NüVoices Podcast #36: Mobility for Africa, with Shantha Bloemen","Shantha Bloemen is bringing electric mobility to rural Africa—and reshaping South-South development along the way. She and Chenni Xu explore gender-driven enterprise, China's evolving role in Africa, and what meaningful partnerships really look like."
"2330","NüVoices and YCW London presents: Gender and climate change in China","Explore how women and young activists are reshaping China's environmental movement in this dynamic panel with journalist Karoline Kan and climate activist Zongqi Yu, tackling the intersection of gender, policy, and climate change."
"2343","NüProfile: Grace Ly speaks about Chinese identities in France, anti-Asian racism, and exploring culture through food","From a Parisian food blog to the front lines of anti-racism, Grace Ly shares how exploring Asian cuisine unlocked deeper questions of identity, belonging, and visibility for the Asian community in France."
"2357","NüVoices Podcast #37: Chinese cuisine in America, with Simone Tong","Chef Simone Tong of Little Tong Noodle Shop and Silver Apricot opens up about navigating New York's restaurant scene during the pandemic, Chinese culinary identity in America, and the stories behind her food."
"2364","Please support NüVoices, registered non-profit","NüVoices is now a registered U.S. non-profit, making your donations tax-deductible! Discover how you can support this volunteer-powered collective amplifying women and BIPOC voices on China—starting at just $1 a month."
"2401","IN PHOTOS: Capturing culture in Tibet as a French Canadian, Han Chinese tourist","A French-Canadian Chinese adoptee blends in on a locals-only tour through Tibet's stunning landscapes, capturing the beauty—and the complex cultural tensions—that emerge when tourism meets otherness."
"2467","WATCH: Gender and climate change in China","What does climate activism look like in China, and how are women leading the charge? Watch our panel with journalists and activists exploring the intersection of gender and environmental change."
"2478","NüVoices Podcast #38: Fulbright’s exit from China and Hong Kong","When an executive order abruptly ended the Fulbright program in China and Hong Kong, three former scholars gathered to unpack what was lost—and why cultural exchange matters more than ever."
"2491","NüProfile: Jinghua Qian on why ""China-watching"" is problematic, inclusion and un-belonging in Australia","Writer and journalist Jinghua Qian gets candid about why Western ""China-watching"" falls short, navigating queer identity across Shanghai and Melbourne, and the liberating tension of un-belonging in Australia."
"2498","Review: Mulan reinforces Han ethnonationalism and the patriarchy","What does Disney's Mulan get wrong—and why does it matter? A deep dive into the film's historical erasures, Han ethnonationalism, and the patriarchal tropes hiding in plain sight."
"2500","NüVoices Podcast #40: What’s next for Hollywood and China after ‘Mulan’ flop, with Becky Davis","Hollywood spent $200 million remaking Mulan — and China wasn't buying it. Variety's Rebecca Davis joins NüVoices to unpack what went wrong and whether films can still bridge the U.S.-China divide."
"2524","Review: My Prince Edward, a modern Hong Kong love story by writer-director Norris Wong","A sharp, intimate film review explores how Norris Wong's My Prince Edward captures one Hong Kong woman's quiet rebellion against marriage expectations, sham unions, and the weight of tradition in modern love."
"2527","NüVoices Podcast #41: Development finance and Chinese identity, with Yunnan Chen","Yunnan Chen of the Overseas Development Institute joins Cindy to explore China-Africa development finance, fieldwork across the continent, and what it means to navigate Chinese identity as part of the Asian diaspora in the UK."
"2547","NüVoices Podcast #42: Hong Kong media, redefined","What happens to press freedom when the rules change overnight? Three Hong Kong journalists explore how they're redefining media in the face of sweeping political upheaval."
"2553","WATCH: China's Black community speaks out on identity, racism and solidarity","As Black Lives Matter sparks debate in China, members of the country's growing Black community share powerful, candid stories about navigating identity, confronting discrimination, and building solidarity in a place rarely seen through their eyes."
"2561","NüVoices Podcast #43: Literary translation and language as resistance, with Anne Henochowicz","From leaked propaganda directives to subversive poetry, translator Anne Henochowicz reveals how language becomes a tool of resistance—and why the words we choose to carry across borders matter more than ever."
"2578","Losing a Grandmother, Learning Her Language","A writer discovers that learning Mandarin unlocks a deeper bond with her grandmother—the celebrated Chinese-American novelist Yu Lihua—revealing humor, history, and a shared independence written in the lines of their palms."
"2659","NüVoices Podcast #39: Beijing Lights: A conversation with Huang Chenkuang","Step into a Beijing bar for a live conversation with journalist Huang Chenkuang, whose Beijing Lights series captures extraordinary stories from ordinary people—housekeepers, fortune-tellers, and one man with a truly unsettling secret."
"2440","EXPLAINER: China's Domestic Violence Epidemic amid COVID-19","When a makeup vlogger's brave confession inspired 720,000 people to break their silence, it exposed a crisis COVID-19 lockdowns would only deepen. Inside China's ongoing battle against domestic violence."
