"post_id","title","description"
"747","Personal Essay by a Chinese adoptee: I returned to China to find my biological family and discover my cultural roots","A Chinese adoptee raised in francophone Quebec traces her journey back to China to search for her biological family, navigating the complex space between her Western identity and Chinese heritage."
"768","NüVoices Podcast #5: Joan Xu on screenwriting in China","Screenwriter Joan Xu discusses her work on China-Hollywood co-productions and web series from her base in Beijing, while the NüVoices team announces the launch of their revamped website and NüStories online magazine."
"788","NüVoices launches in New York November 1!","NüVoices, the international editorial collective amplifying women's voices on China, announces its first North American chapter launch in New York, featuring a panel on contemporary feminist organizing with Leta Hong Fincher, Rebecca Karl, and Lu Pin."
"823","Translation: Reflections on #MeToo and machismo violence by Peruvian writer Gabriela Wiener","Translator Isolda Morillo presents Peruvian writer Gabriela Wiener's sharp reflections on #MeToo and machismo violence, connecting feminist voices from Latin America to China in a global reckoning with patriarchy."
"834","NüVoices Podcast #6: Oral histories and family stories with Karoline Kan","Karoline Kan joins the NüVoices podcast to discuss oral histories, family storytelling, and her debut memoir ""Under Red Skies,"" alongside reflections on the personal essay genre and navigating a book deal."
"838","Fiction Excerpt: Searching for Gao Meng","Dana Liu's fiction excerpt follows a Western scholar in Nanjing who becomes consumed by the story of Ding Ling, a censored female writer whose defiance of Mao's cultural regime mirrors the narrator's own search for intellectual freedom."
"859","Madeleine O'Dea on her memoir The Phoenix Years, Chinese artists and the nation's transformation","Joanna Chiu speaks with foreign correspondent Madeleine O'Dea about The Phoenix Years, her memoir tracing China's dramatic transformation through nine artists caught between creativity and state control."
"890","NüVoices Podcast #7: A rocket maker turned journalist, Lijia Zhang","From rocket factory worker to award-winning author, Lijia Zhang shares her remarkable journey and her mission to amplify the voices of China's marginalized ""little people"" through powerful literary storytelling."
"893","Social: NüVoices London Dinner/Drinks","NüVoices London hosted an informal dinner and drinks social, inviting those passionate about China to connect, discuss current topics, and explore collaboration opportunities including plans for an upcoming women's panel launch event."
"931","100+ attend NüVoices NYC launch and discussion on Chinese feminism","Over 100 people packed Verso Books for NüVoices NYC's launch, where panelists Leta Hong Fincher, Rebecca Karl, and Lü Pin explored the rise of feminist organizing in Xi Jinping's China."
"960","NüVoices Podcast #8: Eleanor Goodman on the art of translating Chinese poetry","Translator and Harvard research associate Eleanor Goodman discusses her work bringing Chinese poetry into English, including her translation of Wang Xiaoni and the workers' poetry anthology Iron Moon, in this conversation with hosts Alice Xin Liu and Lijia Zhang."
"964","Community: A NüVoices gathering in London","NüVoices held its first London gathering, drawing over 25 China watchers, academics, and activists for an evening of discussion on gender, media representation, and the #MeToo movement in China."
"1032","NüVoices Podcast #9: Long-Form Magazine Writing With The New Yorker’s Jiayang Fan","New Yorker staff writer Jiayang Fan joins from Brooklyn to discuss her immigrant journey, the craft of long-form magazine writing, and carving space for Asian-American voices in literary journalism."
"1232","NüVoices Podcast #10: All-female improv group ""Beijing Broads""","The NüVoices Podcast sits down with Anete and Silvia of Beijing Broads, an all-female improv troupe spanning seven countries, to discuss comedy for women in China, building onstage confidence, and their work supporting girls' education in rural China."
"987","Personal Essay by a Chinese daughter: The half-truths we tell in times of sickness","Wang Zhen recounts how her family, separated by continents, wove a fragile web of half-truths around her mother's grade three brain cancer diagnosis—a collective act of love to shield her from the weight of her prognosis."
"1011","Short Story from a Queer Woman: Tearing","Alice Xin Liu chronicles a married woman's intoxicating fall for another woman through a cascade of WeChat pings, mapping queer desire, delusion, and the temporary insanity of love."
"1040","Opinion: Why women are leaving Hong Kong tech companies","Athena Lam examines why women are leaving Hong Kong's tech industry, exploring the structural barriers, pay gaps, and glass ceilings driving a quiet exodus from the city's companies."
"1066","NüYear Drinks in DC - Welcome NüVoices to the US Capital!","NüVoices launched its Washington, D.C. chapter with a Lunar New Year gathering at Petworth Citizen & Reading Room, hosted by editorial chair Joanna Chiu and local coordinator Anne Henochowicz."
"1082","NüVoices and YCW London invites you to our China careers wanel","NüVoices and Young China Watchers London bring together three experts from media, academia and government to discuss building China-related careers and advancing gender equity in the workplace."
"1098","NüVoices of the Diaspora: An evening of storytelling in NYC","NüVoices of the Diaspora brings together artists Muna Tseng, Alvin Eng, Karoline Kan, and Angel Yau for an evening of readings, spoken word, and performance art exploring Asian American and Chinese diaspora experiences at MOCA in New York City."
"1109","Meet the queer women organizers of Shanghai's LGBTQ community","Four queer women stand at the heart of Shanghai's LGBTQ scene, building spaces for visibility and community—starting with the city's first lesbian bar."
"1114","Women experts discuss gender issues and how to build successful China-related careers in London Wanel","Three women experts in media, academia, and consulting share their China-related career journeys and discuss gender issues at a NüVoices London panel co-hosted with Young China Watchers to kick off the Year of the Pig."
"1128","NüVoices invites you to our London Launch Wanel ""Being feminist in China: Gender issues across generations""","NüVoices launches in London with a panel exploring feminism in China across generations, examining how capitalist reforms, the #MeToo movement, and tightened censorship have reshaped gender activism in mainland China and Hong Kong."
"1195","NüVoices DC Event: Life under Chinese Rule in Xinjiang","Zubayra Shamseden and Irade Kashgary share firsthand accounts of growing up Uyghur under Chinese rule, as NüVoices DC examines the ongoing crisis of mass detention and cultural erasure in Xinjiang."
"1209","WATCH: Over 80 attend NüVoices London launch wanel ""Being feminist in China: Gender issues across generations""","A sold-out crowd of over 80 gathered at SOAS for NüVoices' London launch, where activists and journalists explored feminism in China across generations—from personal family histories to the #MeToo movement."
"1225","Q&A with NüVoices board member Karoline Kan, author of Under Red Skies","Former NYT reporter and NüVoices board member Karoline Kan discusses her debut memoir, the first English-language account by a Chinese millennial, weaving three generations of women's stories against China's turbulent modern history."
"1237","DC Event recap: Uyghur women on the ongoing human rights crisis in their homeland","NüVoices DC's inaugural panel brought together two Uyghur women and an ethnomusicologist to discuss the ongoing human rights crisis, highlighting cases of political prisoners and the diaspora community's efforts to preserve cultural identity."
"1256","NüVoices Podcast #11: Queer culture, perception, and representation within China, with Alex Li","Alex Li, senior editor at Vice China and host of the Biede Girls channel, joins to discuss queer culture, bisexuality, and LGBTQ+ representation in Chinese media, from Chris Lee to fan fiction's ""shipping"" phenomenon."
"1346","NüVoices London wanel ft. board member Karoline Kan, author of Under Red Skies","NüVoices and Young China Watchers London co-host a panel with Karoline Kan discussing her memoir ""Under Red Skies,"" the first English-language account of Chinese millennial life told through three generations of her family."
"1852","Event Recap: NüVoices' Hong Kong chapter talks #MeToo and LGBT issues in China","NüVoices' Hong Kong chapter convened twelve professionals from law, media, academia, and NGOs for an open discussion on the #MeToo movement's impact in China and Hong Kong, as well as LGBT issues and the role of technology in government surveillance."
"2722","NüVoices Podcast #12: Shui, on Beijing's 'zine scene","Comic artist Shui discusses cofounding Beijing's Hole in the Wall Collective, her indie zine work with Jinna Kaneko, and an artistic style shaped by Old Master Q and a life split between Tokyo, Beijing, and London."
"2733","NüVoices Podcast #13: ‘Black Mirror’ China and Dystopian Female Futures with Cate Cadell","Cate Cadell joins the NüVoices podcast to discuss China's surveillance state and its impact on women, from government data collection on ""breeding"" status to dystopian tech futures shaped by AI, CRISPR, and censorship."
"2738","NüVoices Podcast #14: Women and Chinese Sci-Fi: Live at the Bookworm with Tang Fei and Ji Shaoting","Tang Fei and Ji Shaoting join NüVoices live at the Beijing Bookworm Literary Festival to discuss the challenges facing female Chinese sci-fi writers, from gender discrimination to expanding the market for Chinese science fiction."
"2744","NüVoices Podcast #15: Rocking while female, with Anlin Fan of Xiao Wang (小王)","Anlin Fan of Chinese punk band Xiao Wang discusses the Riot Grrrl movement, feminism and intersectionality, and her work empowering young musicians through Rock Camp for Girls in Montreal."
"1365","Carving out Chinese ideals of female beauty: Visualizations by Artist Su Yang","Feminist artist Su Yang uses exaggerated large-scale self-portraits to challenge China's booming cosmetic surgery industry and the patriarchal beauty standards driving millions of women under the knife."
"1385","Five podcasts on LGBTQ+ culture in Greater China","Athena Lam spotlights five podcasts from Taiwan, Hong Kong, and Mainland China that amplify queer women, trans, and non-binary voices often overlooked in mainstream LGBTQ+ representation across Greater China."
"1413","Overseas Chinese reflect on China's #MeToo Movement from the United States","Chinese students and professionals in the U.S. reflect on the challenges facing China's #MeToo movement, sharing perspectives on sexual harassment, government censorship, and the slow but growing push for gender equality."
"1428","Taiwan's lesbian sex toy and divination shop strives to help queer women accept themselves","Inside Love Boat, a Taipei shop pairing I-Ching divination with sex toys and community since 2004, queer women find a rare haven for spiritual exploration and self-acceptance."
"1466","NüVoices DC Event: Gelato Social & Museum Hop","NüVoices DC invited members to a summer social at the Hirshhorn Museum for gelato, followed by a guided tour of the ""Empresses of China's Forbidden City"" exhibit at the Freer & Sackler Galleries."
"1472","Making it personal: A life writing workshop with Madeleine O’Dea in London","Author and veteran journalist Madeleine O'Dea hosts a free London workshop on the craft of life writing, drawing on three decades of experience and lessons from her own memoir-writing journey."
"1488","Full house of 70+ welcome board member and author Karoline Kan at London wanel","A packed audience of over 70 gathered at King's College London as NüVoices and Young China Watchers welcomed board member Karoline Kan to discuss her debut memoir, Under Red Skies, exploring three generations of life in a rapidly transforming China."
"1533","Fiction: A brother comes to visit","Jessie Tu's sharp, intimate fiction traces a woman's restless hunger for more—and the self-judgment that never quiets—through a brother's visit and dumplings shared on a bitter winter night."
"1540","NüVoices Podcast #17: Legal advocacy against domestic violence in China, with Siodhbhra Parkin","Siodhbhra Parkin joins host Joanna Chiu to discuss her legal advocacy work against domestic violence in China, the impact of new NGO regulations, and the ongoing fight to support Chinese rule of law activists."
"1589","James Griffiths, author of The Great Firewall of China, discusses censorship and China's women's movement","James Griffiths, author of The Great Firewall of China, examines how state censorship undermines feminist solidarity in China and the creative tactics activists use to fight back."
"1603","10 Tips for writing life stories from Madeleine O'Dea, author of The Phoenix Years","Madeleine O'Dea, author of The Phoenix Years, distills her memoir-writing experience into ten practical tips for finding the vivid details that make readers truly care."
"1632","Q&A: Young women discuss gender and education in China today","Young Chinese women discuss the stark urban-rural divide in gender and education, where rising university enrollment coexists with deep-rooted barriers in rural communities."
"1636","B人BEL Magazine Call for Submissions","B人BEL Magazine opens submissions for its second issue, seeking written, photographic, and illustrated stories highlighting underrepresented communities in China, with an August 31 deadline."
"1639","Event Recap: Lü Pin on the Chinese feminist movement's strategies in China and the US","NüVoices DC members met with activist Lü Pin to discuss the Chinese feminist movement's tactics for combating domestic abuse, workplace harassment, and censorship both online and offline in China and the US."
"1644","“Your Mother Sacrificed Herself for the Country” – The Idealization of the Female Martyr in China ","Emily Matson examines how Zhao Yiman, one of China's most lionized female revolutionary martyrs, became an enduring symbol of sacrifice — and how the CCP's idealization of women as faithful mothers and soldiers shapes national memory."
"1667","Sinobabble Podcast Call for Guest Speakers","Sinobabble, a Hong Kong-based podcast exploring China's history, politics, and culture, is seeking guest speakers with expertise in any facet of Chinese society to join host Edi for upcoming episodes."
"1680","THEATRE: Chinese creators present ""No Foreigners,"" a show using shopping malls as a portal for telling Chinese diaspora stories","Chinese diaspora creators in Toronto explore North American Chinese shopping malls as sites of cultural memory and collision in ""No Foreigners,"" a multimedia performance weaving Cantonese and English across past, present, and afterlife."
"1690","OPEN CALL: Seeking HK-based Artist for residency at the Centre for Chinese Contemporary Art in Manchester, UK","The British Council Hong Kong and the Centre for Chinese Contemporary Art invite Hong Kong-based artists to apply for a fully funded, nine-week residency in Manchester focused on socially engaged practice."
"2756","NüVoices Podcast #16: The musical life and career of director Zou Shuang (邹爽)","Director and Beijing Music Festival artistic director Zou Shuang discusses her path from a musical household to adapting European opera for Chinese audiences, her 2019 International Opera Awards nomination, and life working across the U.K. and China."
"2763","NüVoices Podcast #18: Cultivating community in corporate culture, with Chenni Xu","Chenni Xu, corporate communications head for Alipay in North America, shares insights on navigating corporate culture, building peer networks, finding mentorship, and claiming your seat at the table."
"1709","Call for nominations: Young China Watcher of the Year Award","Young China Watchers announces its second annual Young China Watcher of the Year Award, seeking nominations for young professionals making extraordinary contributions to the global understanding of China across politics, business, academia, and civil society."
"1714","Navigating my biracial identity as a Chinese-American living in China","Megan Cattel explores the paradox of being biracial Chinese-American—seen as Asian in the U.S. and white in China—and how moving to Shanghai became both an escape and a deeper reckoning with identity."
"1733","Paper Republic: A collective of translators promoting Chinese literature","Paper Republic, a UK-registered charity founded in 2007, unites translators dedicated to bringing the best contemporary Chinese literature to English-language readers through free online publications and an extensive literary database."
"1736","NüVoices London Presents: China's underground sex industry and Lotus with Lijia Zhang","NüVoices London hosts author Lijia Zhang for a discussion of her debut novel Lotus, drawn from her grandmother's story, and the social forces driving China's vast underground sex industry."
"1766","Postcard Campaign: Free journalist and #MeToo activist Sophia Huang Xueqin","NüVoices DC rallies support for detained Chinese feminist journalist and #MeToo activist Sophia Huang Xueqin through a postcard campaign urging her release from Guangzhou's Baiyun Detention Center."
"1780","Board Member Karoline Kan Wins 2019 Young China Watcher of the Year","Board member Karoline Kan receives the 2019 Young China Watcher of the Year Award for her work deepening global understanding of China, including her memoir Under Red Skies."
"1784","NüVoices Podcast #20: Contemporary Chinese art and techno-orientalism with Xin Wang","Xin Wang, a fellow at the Whitney Museum and NYU Ph.D. student, joins hosts Chenni Xu and Cindy Gao to explore the landscape of contemporary Chinese art, Asian futurism, and techno-orientalism."
"1791","Introducing MADE IN: A new podcast promoting Asian-Canadian stories","MADE IN is a podcast by Evelyn Kwong exploring Asian-Canadian identity, from redefining beauty standards to dismantling the model minority myth, through candid conversations about the struggles and triumphs of Asian women in North America."
"1798","Packed room of 40+ joined London Wanel featuring Lijia Zhang on Lotus and China's sex trade","Author Lijia Zhang captivated a packed London audience with the story behind her novel Lotus, drawing on her grandmother's hidden past to illuminate the lives of sex workers in modern China."
"1814","NüVoices Podcast #21: Sino-Black relations with Keisha Brown","Historian Keisha Brown traces the deep, often overlooked history of Sino-Black relations, from W. E. B. Du Bois and Langston Hughes's ties to China to evolving perceptions of race and identity in the country today."
"1818","Director and screenwriter Wu Nan talks gender, storytelling and her first feature film ""Push and Shove 狗眼看人心""","Wu Nan spent two decades as a screenwriter for directors like Zhang Yimou before making her own directorial debut — and she's determined to open doors for the next generation of Chinese women filmmakers."
"1824","Girl, Interpreted: a new bilingual comedy web series made in Melbourne","A Mandarin interpreter navigates chaotic cultural misunderstandings in this Melbourne-made bilingual comedy, drawn from creator Grace Feng Fang Juan's own professional experience."
"1847","NüVoices Podcast #23: Reimagining Hong Kong’s political communities","Writer and researcher Jessie Lau joins Joanna Chiu to discuss how Hong Kong's protests have deepened generational divides, reshaped diaspora identity, and forced families to confront what it means to be a Hongkonger."
"1857","In pictures: Behind the frontlines of the Hong Kong protests","Katherine Cheng's photo essay captures the raw intensity of Hong Kong's 2019 pro-democracy protests, offering intimate glimpses behind the frontlines of a movement that began over an extradition bill and grew into a sweeping demand for democratic freedoms."
"1904","NüVoices Podcast #24: Chinese philanthropy in the 21st century, with Emily Weaver","Emily Weaver, a philanthropy consultant with over a decade in China, discusses individual and digital giving, women's roles in shaping non-governmental work, and the impact of China's 2016 foreign NGO law."
"1916","I am a Wuhan girl","Journalist Yuli Yang writes from Hong Kong as her family endures Wuhan's lockdown, confronting anti-Chinese discrimination with an intimate portrait of her hometown and a plea for shared humanity."
"1923","NüVoices Podcast #25: A wealth of anger and a wealth of time – Wuhan and the coronavirus, with Rui Zhong","Rui Zhong of the Wilson Center joins co-host Cindy Gao to trace COVID-19's spread from her native Wuhan, examining the Chinese government's narrative control, the virus's disproportionate impact within China, and rising xenophobia toward Chinese communities worldwide."
"1926","London's Papergang Theatre presents FREEDOM HI 自由閪: A show exploring the Hong Kong protests","Papergang Theatre's FREEDOM HI 自由閪 brings together UK-based Hong Kong and British East Asian artists to examine the 2019 protests through new writing and performance art. The show runs March 10–15 at The Vaults in London."
"1943","Essay: Thrift Stor(i)es","Grace Ouyang examines the Chinese cultural taboo against secondhand clothing, navigating her love of thrifting against her family's disapproval from their Queens laundromat."
"2654","NüVoices Podcast #19: Leading by example: Female success in the workplace, with Rachel Morarjee","Former Financial Times correspondent and Economist Corporate Network director Rachel Morarjee discusses the 30% Club's push for women in leadership, navigating modern work environments, and why small daily commitments like meditation matter for self-care."
"1949","NüVoices Podcast #26: Di Wang on LGBTQ rights and representation in China","Researcher Di Wang examines the social and legal landscape for LGBTQ individuals in China, exploring community terminology, workplace inclusion, and the ripple effects of Taiwan's marriage equality milestone."
"1969","NüProfile: Madeline Leung Coleman on diaspora, feminism and freelance writing","Freelance writer Madeline Leung Coleman discusses diaspora, feminism, and the feature story about Chinatown punk venues that caught Awkwafina's eye for a film adaptation."
"1983","Why is China still so reluctant to help us find our birth parents?","André-Anne Côté, a Chinese adoptee raised in Quebec, examines why China continues to stonewall international adoptees seeking their birth families decades after the One-Child policy tore them apart."
"1987","Opinion: In Hong Kong, the government is weaponising sex to downplay its failures","Sophie Mak examines how Hong Kong's alcohol ban at eateries, justified by claims about drunken intimacy, reveals a pattern of the government weaponising sexual morality to deflect from its own policy shortcomings."
"2017","NüVoices Podcast #27: U.S.-China cyber competition and cooperation with Julia Voo","Harvard Kennedy School research director Julia Voo joins Cindy Gao to explore U.S.-China cyber competition, Digital Silk Road challenges, and how Track II diplomacy can help mitigate digital confrontation between the two powers."
"2021","NüVoices Podcast #28: Coronavirus and the racism epidemic, with Sophie Lu and Jessie Tu","NüVoices chair Joanna Chiu speaks with co-founder Sophie Lu and journalist Jessie Tu about the surge in anti-Asian racism during COVID-19, exploring how the diaspora and allies can confront hate crimes while navigating a global health crisis."
"2040","Film: Outcry and Whisper","Shot over eight years, this documentary weaves animation, interviews, and archives into a powerful manifesto chronicling Chinese and Hong Kong women's resistance against political violence, harassment, and systemic oppression."
"2056","NüVoices Podcast #30: Foreign correspondence and China, with Megha Rajagopalan","Award-winning BuzzFeed News correspondent Megha Rajagopalan and Chenni Xu explore the shifting landscape of foreign correspondence in China, from Beijing's golden age of reporting to rising censorship."
"2073","China's #MeToo: In literature and reality, the patriarchy keeps women from helping women. But they're fighting back.","Emily Matson examines how patriarchal structures in China—reflected in both literature and life—discourage women from supporting one another, and how the #MeToo movement is pushing back against censorship and silence."
"2077","Ferkat Jawdat is risking everything to speak out about China's crackdown on Uyghurs","Ferkat Jawdat's mother was detained in China's re-education camps. In this interview, the Uyghur American activist shares why he chose to speak out despite the risks to his family."
"2119","NüVoices Podcast #31: Seeking creativity through multimedia journalism with Yuan Ren","Journalist Yuan Ren traces her path from print to broadcast media, sharing tips for multimedia storytelling and discussing with Joanna Chiu what it takes to build a career in Western media as women of Chinese descent."
"2125","Chinese opera is being revitalized—with a gender twist","Elyse Ribbons treks to a remote mountain village in Ninghai to discover Boar-Tooth Opera—a centuries-old Chinese theatrical tradition finding new life through gender-defying performances."
"2130","Freelance: How to pitch Ariana magazine","This guide breaks down the pitching process for Ariana, a Hong Kong-based print and digital magazine covering social justice across Asia, from theme-specific story angles to the types of features its editors seek from freelance contributors."
"2138","China, the World, and the COVID Story: How We Got Here and What Lies Ahead","A digital summit co-organized by Chinese Storytellers, NüVoices, and Young China Watchers examines the coronavirus pandemic's geopolitical implications for China and the world through three webinars featuring journalists, experts, and diaspora writers."
"2149","Resources for China watchers to fight anti-Black racism","NüVoices compiles essential resources for China watchers seeking to confront anti-Black racism within Asian communities and build meaningful solidarity with BIPOC movements."
"2174","How women artists are navigating China's complex feminist landscape","Luise Guest explores how feminism remains contested terrain in China, tracing its complex history from revolutionary martyr Qiu Jin to contemporary women artists who challenge and redefine gender discourse on their own terms."
"2194","NüVoices Podcast #32: Creative entrepreneurship with Qian Zhang","Entrepreneur Qian Zhang traces her path from Alibaba's Global Leadership Academy to Harvard Business School and the founding of The Puer Movement, a pu'er tea brand on a mission to bridge cultural divides one cup at a time."
"2209","Our summit on China and the COVID Story with Chinese Storytellers and Young China Watchers was a sold-out success","NüVoices, Chinese Storytellers, and Young China Watchers hosted a sold-out digital summit exploring COVID-19's geopolitical impact through three panels featuring journalists, experts, and diaspora writers from around the world."
"2243","UK to review Hong Kong British National Overseas status, but domestic violence victims are left out of the discussion","The UK's planned expansion of British National Overseas status rights for Hongkongers promises historic visa changes, but critics warn the review overlooks a vulnerable group: domestic violence victims who have already entered the country."
"2312","NüVoices Podcast #34: April Zhu on reporting from Nairobi, part 1","In this two-part episode, freelance journalist April Zhu speaks with NüVoices board member Cindy Gao about reporting from Nairobi, covering gender, urban inequality, and the nuances often missing from China-Africa discourse."
"2295","Hu Jie: The Chinese documentary filmmaker exposing the harsh realities of early Communist Party rule","Chinese documentary filmmaker Hu Jie risks government pressure to expose the brutal truths of Maoist China, from the Great Famine to the Cultural Revolution, in his acclaimed trilogy of films."
"2318","NüVoices Podcast #35: The nation of diaspora: April Zhu on reporting from Nairobi, part 2","In part two of this conversation, freelance journalist April Zhu discusses reporting from Nairobi on gender, urban inequality, and China–Kenya relations, exploring why nuance—not Sinophilia—is the antidote to Sinophobia."
"2322","NüVoices Podcast #36: Mobility for Africa, with Shantha Bloemen","Shantha Bloemen discusses bringing electric mobility to rural Africa, China's shifting development model, and why gender-focused social enterprise is key to transforming South-South partnerships."
"2330","NüVoices and YCW London presents: Gender and climate change in China","NüVoices and Young China Watchers London host a digital panel exploring the intersection of gender and climate change in China, featuring journalist Karoline Kan and activist Zongqi Yu on women's roles in environmental activism and gendered climate discourse."
"2343","NüProfile: Grace Ly speaks about Chinese identities in France, anti-Asian racism, and exploring culture through food","Grace Ly discusses navigating Chinese-Cambodian identity in France, confronting anti-Asian racism, and how food became a gateway to reclaiming her cultural heritage through writing, film, and podcasting."
"2357","NüVoices Podcast #37: Chinese cuisine in America, with Simone Tong","Chef Simone Tong of Little Tong Noodle Shop and Silver Apricot discusses navigating New York's restaurant scene during the pandemic, the evolving identity of Chinese cuisine in America, and the personal inspirations behind her cooking."
"2364","Please support NüVoices, registered non-profit","NüVoices, an international editorial collective celebrating women and BIPOC voices on China, announces its official U.S. non-profit status, making donations tax-deductible and inviting community support for its magazine, podcast, and experts directory."
"2401","IN PHOTOS: Capturing culture in Tibet as a French Canadian, Han Chinese tourist","A French-Canadian Chinese adoptee blends into a Han Chinese tour group in Qinghai, capturing through photography the uneasy cultural tensions between Chinese tourism and Tibetan life."
"2467","WATCH: Gender and climate change in China","Karoline Kan and Zongqi Yu explore how women and young activists in China tackle climate change through education and government collaboration, navigating a landscape where Western-style protest is forbidden."
"2478","NüVoices Podcast #38: Fulbright’s exit from China and Hong Kong","Sophie Lu, a Fulbright alumna, convenes a panel of scholarship recipients to examine the cancellation of the Fulbright program in China and Hong Kong and its implications for U.S.-China educational and cultural exchange."
"2491","NüProfile: Jinghua Qian on why ""China-watching"" is problematic, inclusion and un-belonging in Australia","Shanghai-born, Melbourne-based writer Jinghua Qian unpacks the politics of ""China-watching,"" diaspora representation, and what it means to experience un-belonging in Australia."
"2498","Review: Mulan reinforces Han ethnonationalism and the patriarchy","Emily Matson argues that Disney's live-action Mulan erases the legend's non-Han origins, reinforcing ethnonationalist narratives and historical inaccuracies that align with CCP ideology."
"2500","NüVoices Podcast #40: What’s next for Hollywood and China after ‘Mulan’ flop, with Becky Davis","NüVoices chair Joanna Chiu speaks with Variety China bureau chief Rebecca Davis about the disappointing box-office performance of Disney's Mulan remake and what it reveals about the future of Hollywood-China cultural exchange amid rising geopolitical tensions."
"2524","Review: My Prince Edward, a modern Hong Kong love story by writer-director Norris Wong","Daisy Singh-Greaves reviews My Prince Edward, Norris Wong's intimate Hong Kong drama about a woman navigating a sham marriage, societal pressure, and the quiet fight for independence."
"2527","NüVoices Podcast #41: Development finance and Chinese identity, with Yunnan Chen","Senior research officer Yunnan Chen explores China-Africa development finance, her fieldwork across the continent, and reflections on Chinese identity within the UK's Asian diaspora."
"2547","NüVoices Podcast #42: Hong Kong media, redefined","Jennifer Creery of Hong Kong Free Press guest-hosts a conversation with journalists Mary Hui and Phoebe Kong on how Hong Kong's national security law is reshaping the media landscape and press freedoms in the territory."
"2553","WATCH: China's Black community speaks out on identity, racism and solidarity","A multimedia project amplifies the voices of Black residents in China as they share firsthand experiences of identity, discrimination, and solidarity amid the country's emerging mainstream debate on race."
"2561","NüVoices Podcast #43: Literary translation and language as resistance, with Anne Henochowicz","Anne Henochowicz, translator and China Digital Times translations coordinator, discusses literary translation as a form of resistance, the translator's responsibility to original texts, and how COVID-19 has reshaped online discourse in China."
"2578","Losing a Grandmother, Learning Her Language","Tara Sun Vanacore traces how learning Mandarin unlocked a deeper bond with her grandmother, the celebrated Chinese-American novelist Yu Lihua, revealing the woman behind the literary legend."
